Approach,# Train,# Test,Cut,% Cut,Avg Cut Seconds,Std Cut Seconds,Avg Train Seconds,Std Train Seconds,Avg Total Seconds,Std Total Seconds,Avg T_MAPE,Std T_MAPE,Avg T_MAE,Std T_MAE,Avg T_MSE,Std T_MSE,Avg UR_MAPE,Std UR_MAPE,Avg UR_MAE,Std UR_MAE,Avg UR_MSE,Std UR_MSE,Avg V_MAPE,Std V_MAPE,Avg V_MAE,Std V_MAE,Avg V_MSE,Std V_MSE,Avg P_MAPE,Std P_MAPE,Avg P_MAE,Std P_MAE,Avg P_MSE,Std P_MSE,Avg Avg_MAPE,Std Avg_MAPE,Avg Avg_MAE,Std Avg_MAE,Avg Avg_MSE,Std Avg_MSE
Window Mahalanobis,1002,1754,6010,85.71021106674273,0.4406763553619385,0.04876301161845099,6.622161149978638,0.5440935139695331,7.0628375053405765,0.5388312517403246,0.1331847242385818,0.002305711956511678,0.09272754363188294,0.0035042091791103566,0.013613818007394437,0.0003607855105788483,0.31043630883372614,0.019799994353023216,0.14001677915827507,0.0045333186885894465,0.029680626188755284,0.000819747368947747,27223987501684.863,2681455558123.8555,0.0670922968942648,0.00928775709237739,0.006423057768078554,0.0016584563701357395,112879651570990.52,32138935112645.05,0.04116954415483534,0.006551693033173577,0.004424605491780808,0.00016411854326060617,35025909768168.832,7865853000440.425,0.085251540959814,0.003415636341278913,0.013535526864002277,0.0004591098156615867
Window AR,997,1754,6015,85.78151739874501,0.17835712432861328,0.01901523971266989,5.542664527893066,0.9520637119289755,5.72102165222168,0.9659811648197346,0.13335286250858777,0.0055655805645769526,0.09244209707966626,0.006363682190515115,0.013745440403370052,0.0009117442745418547,0.31183217517976397,0.005354672097432768,0.14022468460950432,0.0012668184511029695,0.02964152849250571,0.00028098413367600334,28128310175104.484,2254115415081.569,0.07012742124903044,0.007925912180408945,0.00696376844493377,0.0014516731451839474,141296734204327.97,71770235451327.56,0.04729447073985059,0.015084914637059844,0.004893359862234116,0.000783618675226635,42356261094858.12,18048393586377.66,0.0875221684195124,0.005562520459465883,0.013811024300760909,0.000629104188818081
Window Mean,1970,1754,5042,71.90530519110096,4.562876987457275,0.4832497684185964,16.52475357055664,2.4864853078441707,21.087630558013917,2.7118046917675533,0.13280837648348037,0.004341984704625029,0.09289052033881778,0.005013141299280309,0.013335292148373642,0.0007335826926217267,0.3335477542776968,0.005684875730238562,0.14570064385577344,0.00170199093828186,0.030871469648441046,0.0005323948225960664,27551194388515.227,1682668780532.885,0.06754403894654211,0.005728056095773228,0.006513342311409305,0.001049278829685374,87183215436872.7,40424607995776.94,0.03581148732338688,0.008010818053547917,0.004265771569282185,0.00013137021780672956,28683602456346.973,10222155547415.227,0.08548667261612958,0.003272894037637787,0.013746468919376547,0.00037038191204317295
Window Median,997,1754,6015,85.78151739874501,4.562876987457275,0.4832497684185964,6.989503955841064,1.5625238815550433,11.55238094329834,2.030354982816199,0.132177225217866,0.004460395817619133,0.0919123071009959,0.006065438252269869,0.01352103335750912,0.0006265300912555713,0.31247844438444883,0.01310972431530479,0.14058985119297224,0.0030233387892013054,0.029790174688826134,0.0005566900695565475,28536834973677.12,2804805440993.123,0.07225129820759912,0.010154768563325133,0.007344189008349495,0.0017670493841665717,101412669438044.08,53414873302854.5,0.038813501086601206,0.01095519568769765,0.004407714588125426,0.00037832146016063744,32487376102930.32,13589684979082.514,0.08589173939704159,0.004449306154272619,0.013765777910702543,0.0005303501646372775
Binary Segmentation L1,6922,1754,90,1.2835139760410725,1.2650118827819825,0.1177115353770133,24.529712438583374,6.355273102727938,25.794724321365358,6.363509312661125,0.13031365386471844,0.00309718198813217,0.09026748454980404,0.003465240132865338,0.012941372192118132,0.0005139225323355796,0.31156698275664346,0.013009931512069677,0.13994254252428864,0.0030100211230360266,0.029589194846486252,0.0005498027163398693,24740327112350.36,1787965598134.1562,0.06450560065614339,0.007039191994888435,0.005734761619211412,0.0010334452600508713,26465935752758.58,16444890631111.488,0.017654165575270515,0.0030602504767654783,0.0018849958778168585,6.248524838187532e-05,12801565716277.28,4099992572358.57,0.078092448326377,0.0010284188162697754,0.012537581133908156,0.00010043955257419028
Binary Segmentation L2,6922,1754,90,1.2835139760410725,0.33544349670410156,0.04262712884199127,28.457018995285033,10.612764370715084,28.792462491989134,10.615141816950404,0.13018935063524317,0.00220513242667038,0.08927507629155168,0.0033900120586905762,0.013002194338417294,0.00026552374341171244,0.31836288626374576,0.01407899449988482,0.14144840991954225,0.00343941525826307,0.029799234543074423,0.0007644495116162391,25996227477441.16,1245320095578.6042,0.06955873498728293,0.005809126502690097,0.00649025540263451,0.0008663534500689015,46733401285721.53,6606308286731.545,0.021455476811068994,0.0013088096218123759,0.0018235249801105192,1.0596339655960824e-05,18182407190790.734,1674255177881.4658,0.08043442450236181,0.001732956641227648,0.01277880231605918,0.0001780613305087748
Binary Segmentation Normal,1957,1754,5055,72.0907016543069,0.5856667995452881,0.09083155549013752,10.781834983825684,6.646546059093063,11.367501783370972,6.715308031146203,0.13200803863862975,0.0027351463382612267,0.09222517755825879,0.0028164746155810378,0.013121919000966428,0.0005057185610278037,0.3331521618058916,0.012204206571424037,0.1459109789201991,0.003514236592698888,0.031023466207940095,0.0008922257181884307,27195264224127.67,1640163451554.1719,0.06612085815435179,0.0047368483408443685,0.006273270747755556,0.0008922705877136523,95094597084470.92,31812913072946.867,0.037439793952975274,0.006151679272712302,0.004279062912843243,0.00011041929893755603,30572465327149.63,7987307452423.399,0.08542420214644578,0.0018488665362523427,0.013674429717376332,0.0003230618235631
Binary Segmentation RBF,6922,1754,90,1.2835139760410725,87.76793022155762,2.0514599278049808,23.14213647842407,9.606006929016925,110.91006669998168,9.809949531739049,0.1298826623758536,0.0012211741451911137,0.08963928126950349,0.001427903584832342,0.012840282200197325,0.00015851585498662717,0.32048144105240145,0.009066692039098304,0.14213429335873673,0.002432493751566733,0.030015964661206748,0.0005246490491630668,25900025242215.2,1989963010684.4338,0.06829716603791433,0.009422094728279642,0.006351738081490128,0.0014297816189587558,60442862493614.79,17642098357765.38,0.024237248760120483,0.003473530770795025,0.0018593932589988393,3.823630906456721e-05,21585721933957.54,4874884207841.843,0.0810769973565691,0.0032586065524414522,0.012766844550473255,0.00042425591444603843
Binary Segmentation Cosine,5727,1754,1285,18.325727324586424,68.86971440315247,1.3338136063567165,22.70612187385559,6.388613508007388,91.57583627700805,5.656021853849706,0.13196441011702062,0.0027553803376078973,0.092428316269594,0.0038118746284379478,0.01318072369950233,0.00036622585782396597,0.32077632513171883,0.019932214744922544,0.1423844730362731,0.004687128324982582,0.030130490636102323,0.0008122715752690994,25975797779888.684,1356350947990.1477,0.06905189145000307,0.00632434527091825,0.00642884923887643,0.0009717320228924284,56381061008651.07,25884513908385.145,0.023457042357214172,0.005031756850751871,0.0018695736926208704,4.902194828253842e-05,20589214697135.0,6521594476253.368,0.08183043077827142,0.002437048037931352,0.012902409316775486,0.0004201256840653483
Binary Segmentation Linear,1827,1754,5185,73.94466628636623,0.4640646457672119,0.01814773365543359,10.060681486129761,1.2682934148381173,10.524746131896972,1.2830522094027497,0.13207813558992362,0.0019160921176489699,0.09161609275535691,0.0031826004274551015,0.013228695620894286,0.0002267346239247641,0.31600310800374204,0.017412057241903957,0.14118747529958955,0.00475242744021494,0.029806257006024843,0.0012736294998172194,25128436948894.184,2183793526414.9585,0.060413797408600256,0.005710378278932228,0.00530417774665736,0.0009832626803720572,78214990804566.31,7683104284484.141,0.03389252271037701,0.001510449111881994,0.004155989323164355,3.7968606216934574e-05,25835856938365.113,2115957539987.6401,0.08177747204348051,0.0010606000726900923,0.013123779924185204,0.0003315531128083089
Binary Segmentation Clinear,6832,1754,180,2.567027952082145,0.38802785873413087,0.04044651787935033,25.84777789115906,11.357663823127915,26.23580574989319,11.38529084495779,0.13037348522903508,0.0015686478329836858,0.08982246671263801,0.002049509257012394,0.01296851661042438,0.00019910725344022369,0.30896583577763614,0.010367321788725228,0.1391860938349245,0.002318405166299275,0.029369874404217497,0.0004443522823242189,27384117133695.656,1380819241708.4712,0.07599311788694886,0.006323090995131447,0.007534490200699464,0.001071906657914054,42933589615369.8,31644041566696.742,0.020715287593951467,0.006336893022388985,0.0018560284067283632,6.518943708849161e-05,17579426687266.428,8148615343903.05,0.08142924150711604,0.002942801067695765,0.012932227405517426,0.00028602481277443
Binary Segmentation Rank,6087,1754,925,13.191671420422132,0.41356520652770995,0.054339620074544,17.05013213157654,4.815196087486114,17.463697338104247,4.824128507311756,0.13111023913634412,0.00402933340257141,0.09045522065136495,0.0049289856243794564,0.013104575411577975,0.0007038562006125542,0.303050717350029,0.013620486886437353,0.13769702492172403,0.0035470250353169656,0.028946569987370177,0.0009042064913293998,27968511293375.176,1602949294247.3403,0.0792457634439179,0.007902666278489002,0.008111935625704569,0.0012941121649043075,51510343439709.81,33233704458200.38,0.022690625975055407,0.00624421737887755,0.0019174045221617253,6.825957587833792e-05,19869713683271.305,8199895738691.025,0.08252215874801588,0.0027300736157129927,0.013020121386703611,0.0004481852908933965
Binary Segmentation Mahalanobis,5847,1754,1165,16.61437535653166,70.08810148239135,2.0053407426031393,19.537654161453247,4.639605484543626,89.6257556438446,4.6034765504394635,0.13042526521810108,0.0032277160349361246,0.08922821989177865,0.0042437888471625745,0.013057923151235225,0.0004259912763484159,0.3097824729662674,0.014798992044699684,0.13962165204920493,0.0037028334259931487,0.029546389251504972,0.0007814294525893486,27611305399854.695,620773892486.4122,0.07725657156077397,0.003351634430475125,0.0076984618941547045,0.0005684128135572121,44753814604554.96,30407942137667.27,0.02115476993815388,0.006059199088651316,0.0018717188448794215,7.706000661700124e-05,18091280001102.49,7666267432400.391,0.08181530335997819,0.0022588993813187023,0.01304362328544358,0.0002699044995678545
Binary Segmentation AR,6922,1754,90,1.2835139760410725,1.0569104194641112,0.04540633664898392,24.51192879676819,4.839185988891572,25.5688392162323,4.823488806481289,0.1305433508928242,0.0019299587849732518,0.09040803507921166,0.0032250819017029574,0.012974562612286984,0.00022002185418843788,0.3155599696083025,0.014514027150030686,0.14096103968426507,0.003558281121173125,0.029789681642968954,0.0007160495769030152,24007802231888.406,1138413056388.6316,0.06016597982775366,0.004120676714075365,0.005103861237193119,0.0006125412824357935,34077075962358.727,24966034715405.68,0.019116088460925773,0.004731459951534335,0.001876277325429296,8.536473963968643e-05,14521219548561.809,6130784811858.143,0.07766278576303941,0.0015668732058809328,0.012436095704469583,0.0002496930249041126
Binary Segmentation Mean,5597,1754,1415,20.17969195664575,231.23443641662598,5.712515212819143,16.23970685005188,2.8573147922362048,247.47414326667786,7.646902612853337,0.13177480432357597,0.0037432565879618293,0.09139511422813776,0.0049837704954690375,0.013211031625385972,0.0005770478856571564,0.30784214563072393,0.013878293236716523,0.13897227837784193,0.00340031703606372,0.0292729771017974,0.0007253450894946335,26652058081711.195,942721369116.3113,0.07203715558794477,0.005133892777627965,0.006884298530946664,0.0007810952273315629,31643538461486.766,20614611130062.844,0.018766141293425357,0.003975961724941763,0.0019011087011528917,7.388339503591729e-05,14573899135799.564,5024669889850.101,0.0802926723718378,0.0016414162705975714,0.012817353989820724,0.0002592476924773248
Binary Segmentation Median,6460,1754,552,7.872219053051912,231.23443641662598,5.712515212819143,30.193799781799317,9.55463481623824,261.4282361984253,11.10994022231927,0.12973440015199902,0.0020930214700122475,0.08889563894308868,0.0030269720199858556,0.012924949153766891,0.00022724586974790014,0.31654827314773726,0.009282701535342653,0.14088479284347638,0.002405922260462025,0.029631416309498677,0.0005728759856175382,26712095207996.586,1510633617427.053,0.07271015989759955,0.007338630034528112,0.00699836350676615,0.0011379832771268377,26853252091448.918,14760709954986.54,0.017698093697597762,0.0028653246823497503,0.0018780544783383413,4.335656310357604e-05,13391336824861.443,3346527049509.255,0.08004717134544093,0.0008502831832238566,0.012858195862092513,0.00019902185322155644
Bottom Up L1,5427,1754,1585,22.60410724472333,0.15957856178283691,0.010907245426544344,23.612229585647583,7.4994594143763695,23.77180814743042,7.500187944684926,0.12983807166750247,0.0012649971472826304,0.08957679330096092,0.0010569154358106706,0.01287316805507387,0.00024706799602238773,0.31483366159487813,0.006050076240248127,0.14053318409641333,0.0017570891536157146,0.029644042545011594,0.0004523789564632282,26468391016331.5,1744296482053.8484,0.07186135332790455,0.008623266205383692,0.006881772198161326,0.0013320918358157854,59285490476251.01,15900911261054.822,0.023936563383421462,0.003143161996537762,0.0018382244023761882,2.0491009842427167e-05,21438470373145.684,4138746074853.2476,0.0814769735271754,0.0027420911633402306,0.012809301800155742,0.00028488341285922244
Bottom Up L2,987,1754,6025,85.92413006274957,0.10342540740966796,0.00938189112714923,6.265018033981323,1.9850782452939721,6.368443441390991,1.9851379346331266,0.13283472273114108,0.004355145087184653,0.09292206665563273,0.0050869901049857705,0.01355044309478757,0.0008267882983950964,0.30933813574408386,0.006812910115128549,0.13922294045627356,0.0015225246098139243,0.029202311047821835,0.0005476316636016301,28599534912077.77,1034005828044.5912,0.07117781662731051,0.0040820692981765475,0.007177588883510895,0.0007041009167628216,77631101091932.23,33505932070655.562,0.03430686488338636,0.006013267205737606,0.0043541782350532765,0.00024210221280661186,26557659001002.5,8237466187902.908,0.08440742215565025,0.0007295882264983126,0.013571130315293393,0.00023321386367210168
Bottom Up Normal,6732,1754,280,3.993154592127781,0.17921919822692872,0.012259984185163882,23.633072566986083,6.699820786896248,23.81229176521301,6.709505933091011,0.12950363995082673,0.0016868844706651148,0.08860988222658031,0.0019555656254888996,0.012881411789425649,0.00023261114961291372,0.3096436810246659,0.01860764437991315,0.1396624358340407,0.003777732083516874,0.029619821936720955,0.0004570989135550683,25609528943764.266,902464665333.7106,0.06756979785377663,0.004010823299622896,0.006178812595204279,0.0005907677067878591,61705736865055.484,24413586851730.266,0.024516814173286494,0.004925429048084611,0.0018776440284904896,7.267093020027669e-05,21828816452205.004,6073733324904.981,0.0800897325219214,0.0018730201917613006,0.012639422587460343,0.00022510007511671336
Bottom Up RBF,6907,1754,105,1.4974329720479178,2.614295768737793,0.07576581329343281,32.129936599731444,11.741704799410668,34.74423236846924,11.704046668831854,0.13192367342373798,0.0029196242133892204,0.0925587421998908,0.003791623845786004,0.013178711188265711,0.00044491642210221853,0.31121378933157595,0.010063116364484271,0.13951303791644987,0.0024581941363888762,0.029419452963707432,0.00047389353836944134,24817767099780.535,2004756651449.2021,0.06421727349059406,0.008648912045219708,0.005697205589453365,0.001280352367736898,52781248858455.84,31619277801851.4,0.02271812379846309,0.006423371566800743,0.0018730881320011379,7.395296749571143e-05,19399753989559.13,8341017608243.837,0.07975179435134981,0.0033810837861595593,0.012542114468356909,0.00032856279380759194
Bottom Up Cosine,2042,1754,4970,70.87849401026811,1.021250057220459,0.007200276058945776,7.608362293243408,1.1979122167560503,8.629612350463868,1.1974124730227347,0.1354635869579201,0.004782772793957054,0.09604551069730398,0.0058150818542293805,0.01378001597257885,0.0009289464123124249,0.32182130486999705,0.012208667993073168,0.14278461268361664,0.0030806553803181913,0.030147464540389423,0.000801410908420173,22778138643781.58,1793174287663.9106,0.05616595887888754,0.006583024143930395,0.00450426815468795,0.000986018002974244,100667252138118.47,34966834375161.844,0.038861194626511886,0.007051889910313054,0.0044553459542724366,0.0002338283142563897,30861347695475.016,8622027964905.27,0.08346431922158036,0.002802636854719953,0.013221773655482171,0.00036059930205143266
Bottom Up Linear,1702,1754,5310,75.72732458642328,0.14202303886413575,0.005015507506941178,10.769104099273681,0.56136887276431,10.911127138137818,0.5635639768535411,0.1320516256249432,0.0031319134266609002,0.09150052961776896,0.0031557986346883024,0.013230119657169328,0.0005271265916154282,0.3129355513504506,0.010698478802379058,0.14040218610236763,0.002492777991530467,0.0297208049856012,0.0004777997862597415,25246548080886.14,1084116875922.733,0.060623918570305406,0.0027679818398819184,0.005238558971817245,0.0004993430129746662,118425260927510.33,22025097553466.484,0.04210515690832966,0.00457307444109651,0.004350268218796726,0.00017419414865314174,35917952252099.086,5520702185179.957,0.08365794779969248,0.002229493186460325,0.01313493795834613,0.000275730908323686
Bottom Up Clinear,6812,1754,200,2.852253280091272,0.08927054405212402,0.004690787737867659,24.446674060821532,5.959417216032484,24.535944604873656,5.962350312387171,0.1305497540538899,0.002807633427890968,0.09058885152926845,0.003747663318079735,0.012987558370752241,0.0003695306565237999,0.3139502074808859,0.013079527345555989,0.140343716539788,0.0031074380934149226,0.02956645206812428,0.0006208132886965076,25850121078063.02,1845520592800.856,0.06872193911448163,0.00801758333297633,0.006384068218881649,0.0012271385851097482,39577641253107.9,19026573083896.21,0.020102550097093712,0.003528000841016354,0.0018426780241413982,6.484502576529747e-05,16356940582792.79,4759998351487.189,0.07993926432015828,0.0023334064963013955,0.012695189170474888,0.0002195448746079129
Bottom Up Rank,6047,1754,965,13.76212207644039,0.1259007453918457,0.008712522411298645,18.007306623458863,5.037622141216089,18.13320736885071,5.034482303151476,0.1307939361135197,0.002869894106236897,0.09051981516742091,0.004027343901492716,0.01300897078595474,0.0004057086747965742,0.3106632339547139,0.010618948001208198,0.13964528248319644,0.002484018787938742,0.029449406886430576,0.0004987125477843069,26970568627794.293,1485504804728.0967,0.07437235063154081,0.007611339726108427,0.0072766185948425575,0.0012362195626483493,27131891112178.92,11489333017271.846,0.017783329667570444,0.0020155641072467775,0.0018773100409644123,0.00010478402498117981,13525614934993.37,2721600298426.844,0.08058019448743248,0.0007977955429366609,0.012903076577048072,0.0001657086861304816
Bottom Up Mahalanobis,5662,1754,1350,19.252709640616086,0.686548900604248,0.04019553484533162,24.841396951675414,2.8414947933649817,25.527945852279665,2.873966864350866,0.13078313881240905,0.0008028591266491738,0.09089683834198094,0.0006826680854063509,0.01299238185249563,0.0001563361402326725,0.32008590644247764,0.012018859034200777,0.1417635206727212,0.0032635470280409306,0.029844172529940857,0.0007415136367703419,27163136241546.37,2320571060753.7896,0.07553001892314205,0.01074465900448305,0.007493149449448427,0.0017490443930390548,43455347758129.67,24475676391831.23,0.02079296381673595,0.004843511435356863,0.0018384852305219901,3.506748932633669e-05,17654620999919.066,5798845305466.1,0.08224583543864533,0.002017096218541371,0.013042047265601724,0.00034793039371045214
Bottom Up AR,987,1754,6025,85.92413006274957,0.16337780952453612,0.007768709711348006,6.105457448959351,0.9860921061231707,6.268835258483887,0.9870900262191022,0.13403633341559476,0.004142893357967409,0.09469112419648756,0.005246336119539713,0.013737379445671851,0.0007139391075408158,0.3312560327994564,0.014994012491840979,0.14514628260450904,0.004050527678886912,0.030659597105612654,0.0009050059642191285,28612072307596.406,1560908052278.0957,0.07168410590959039,0.006389083458084055,0.007247245299907809,0.0011196185673526078,144198351605492.75,52602627094825.86,0.04772416939540215,0.011093631695184616,0.004795968162952067,0.0005752824258913386,43202605978272.28,12952357144929.205,0.08981142052649672,0.0028164551503367745,0.014110047503536102,0.00038940374718479605
Bottom Up Mean,4331,1754,2681,38.234455219623506,5.284890031814575,0.11675781351797253,20.442900609970092,5.520164458822309,25.72779064178467,5.555882514518264,0.13273546652022541,0.0017371114874659614,0.09335241947092736,0.0019748996926662377,0.013262929543866432,0.00031081411382620115,0.31348894140802275,0.015784231177108466,0.14026842977445195,0.003874840829875134,0.029556124601029993,0.0007703306804273931,24976449101017.395,2949984215438.374,0.0654832072471576,0.012665686488730172,0.005922584150123435,0.0019618177837988464,55338301036571.28,22763206895825.688,0.026033109787559985,0.004594697004227237,0.002809007350761417,4.589198573616602e-05,20078687534397.207,6130193744339.423,0.08128429157002455,0.0038463153381257486,0.012887661411445315,0.00045846791591161104
Bottom Up Median,5545,1754,1467,20.92127780946948,5.284890031814575,0.11675781351797253,28.074412393569947,7.835119218641496,33.35930242538452,7.748888886349814,0.13177837409061868,0.0031162093492420784,0.09139290438933406,0.004298076456531968,0.013224930991871985,0.0004942867848576416,0.31140354315681956,0.01764654399199028,0.13979547705060766,0.00412141394199951,0.02951090707273494,0.0007524147055547056,26533062956575.613,1239307283712.3264,0.07169692552116985,0.006196969230367054,0.006830910547353908,0.0009532004061711907,45230991772019.945,30528559517648.258,0.02124551805540282,0.006234180849570813,0.0018754011244693878,0.0001047881355908369,17941013682148.96,7736746145998.896,0.08103270625412894,0.0027745729656796277,0.012860537434107555,0.0003159504637221711
