Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Close_MAPE,Close_MAE,Close_MSE,Volume_MAPE,Volume_MAE,Volume_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,497,125,N/A,N/A,N/A,3.64766788482666,3.64766788482666,0.17527399142173447,0.04194976408615499,0.0027091390544115974,0.7745815939713447,0.02492616223630181,0.0010485503915164682,0.47492779269653973,0.03343796316122838,0.0018788447229640328
Fixed Cut 5.0%,473,125,24,4.82897384305835,N/A,2.8893349170684814,2.8893349170684814,0.170676349256085,0.04080256485210692,0.0025532907268673408,0.6474018654209202,0.021707296295688874,0.0009280435727602256,0.40903910733850257,0.03125493057389788,0.0017406671498137836
Fixed Cut 10.0%,448,125,49,9.859154929577464,N/A,3.2175521850585938,3.2175521850585938,0.20297070096091296,0.04821661029321452,0.0034019094852419042,0.5147583594925424,0.018813709306071607,0.0008877306434591328,0.35886453022672765,0.033515159799643056,0.002144820064350518
Fixed Cut 15.0%,423,125,74,14.88933601609658,N/A,3.54010009765625,3.54010009765625,0.2690799379648464,0.0642582700867982,0.0057579880046601615,0.6875220710506981,0.022638839984598796,0.0009488083412690039,0.47830100450777213,0.043448555035698506,0.003353398172964583
Fixed Cut 20.0%,398,125,99,19.919517102615693,N/A,2.956063985824585,2.956063985824585,0.24512714233160998,0.05867378624164467,0.004778002328558647,0.748109807337892,0.024438561741318372,0.0010589696969727498,0.4966184748347509,0.04155617399148153,0.0029184860127656983
Fixed Cut 25.0%,373,125,124,24.949698189134807,N/A,3.772352933883667,3.772352933883667,0.3008632576813882,0.07271630201979484,0.007010386436574596,1.0191582289218757,0.03179665514724876,0.0013588831008383264,0.660010743301632,0.05225647858352182,0.004184634768706463
Fixed Cut 30.0%,348,125,149,29.979879275653925,N/A,2.9507110118865967,2.9507110118865967,0.27404014550909245,0.06550096100396019,0.005965212219656681,0.6305892765360605,0.021315545961537643,0.000925399797146965,0.45231471102257625,0.043408253482748925,0.0034453060084018257
Fixed Cut 35.0%,324,125,173,34.80885311871227,N/A,2.8640167713165283,2.8640167713165283,0.13428910379573675,0.03214228849874456,0.0015442892371357484,1.0403079987309054,0.03277323725237821,0.0014203422362893319,0.5872985512633211,0.03245776287556138,0.0014823157367125396
Fixed Cut 40.0%,299,125,198,39.839034205231385,N/A,2.9958410263061523,2.9958410263061523,0.3556766285195375,0.08942812506085354,0.009167122251421838,0.2972026309283731,0.01582853125756493,0.0009633464325987085,0.32643962972395535,0.05262832815920926,0.005065234342010276
Fixed Cut 45.0%,274,125,223,44.8692152917505,N/A,3.1564860343933105,3.1564860343933105,0.3444617798071555,0.08602472434269798,0.008650607809632277,0.6690118037470645,0.02208921075823857,0.000910013280034599,0.5067367917771098,0.05405696755046829,0.004780310544833439
Fixed Cut 50.0%,249,125,248,49.899396378269614,N/A,3.436281204223633,3.436281204223633,0.3189133873617762,0.07798950475687554,0.007666452238943657,0.8434403157537854,0.026882216030906642,0.001109977732201442,0.5811768515577806,0.05243586039389109,0.004388214985572552
Fixed Cut 55.0%,224,125,273,54.929577464788736,N/A,2.8816611766815186,2.8816611766815186,0.2025554236497233,0.0487959976695455,0.0032444782004332684,0.34326936519960866,0.015638135287692204,0.0008751655436488263,0.272912394424666,0.03221706647861885,0.002059821872041046
Fixed Cut 60.0%,199,125,298,59.95975855130785,N/A,2.8232839107513428,2.8232839107513428,0.14541267192909688,0.041135681525911946,0.0025228901717590114,0.6103278342937012,0.021931998165763928,0.001061832085632249,0.3778702531113989,0.03153383984583792,0.0017923611286956307
Fixed Cut 65.0%,174,125,323,64.98993963782696,N/A,3.1041998863220215,3.1041998863220215,0.09897354545241088,0.07484697398984314,0.008007189604710467,0.5499064106842031,0.07727497860270134,0.013863694280100295,0.324439978068307,0.07606097629627223,0.010935441942405384
Fixed Cut 70.0%,150,125,347,69.81891348088531,N/A,2.7968459129333496,2.7968459129333496,0.10145990051983718,0.07429198004995498,0.007817725382889664,0.5288076809917313,0.07535077213398284,0.013514652123596945,0.3151337907557842,0.0748213760919689,0.010666188753243303
Fixed Cut 75.0%,125,125,372,74.84909456740442,N/A,2.676831007003784,2.676831007003784,0.10019923863970827,0.07522755880211529,0.007928430279758335,0.46120521723699187,0.1077413977518367,0.03204841239311003,0.2807022279383501,0.09148447827697598,0.019988421336434185
Fixed Cut 80.0%,100,125,397,79.87927565392354,N/A,2.936340093612671,2.936340093612671,0.0757702206625409,0.05841912334065081,0.004913042551044091,0.43886905857169967,0.10573835032851163,0.03188160568831211,0.25731963961712023,0.08207873683458121,0.018397324119678093
Fixed Cut 85.0%,75,125,422,84.90945674044266,N/A,2.649867057800293,2.649867057800293,0.09744679013569557,0.07533201414879771,0.00812272574410896,0.3805669928205745,0.09848052194609344,0.03181224276680017,0.23900689147813498,0.08690626804744556,0.019967484255454557
Fixed Cut 90.0%,50,125,447,89.93963782696177,N/A,3.0242202281951904,3.0242202281951904,0.1429166846157928,0.12008921204132868,0.020860382344926966,0.4942884253645529,0.11297779507952747,0.03311820545531296,0.31860255499017276,0.11653350356042808,0.026989293900119962
Window L1,127,125,370,74.44668008048289,0.013206005096435547,2.074471950531006,2.0876779556274414,0.08497478459454584,0.06756786819064223,0.006771095972662871,0.3974242063239359,0.1020104227490253,0.033150496300465696,0.2411994954592409,0.08478914546983374,0.01996079613656429
Window L2,182,125,315,63.38028169014085,0.006943941116333008,2.4477877616882324,2.4547317028045654,0.1342391451901021,0.044189504164742405,0.0026658203501549855,0.555428482587577,0.019883786809408208,0.0008974427730388781,0.34483381388883955,0.03203664548707531,0.0017816315615969314
Window Normal,177,125,320,64.38631790744466,0.019239187240600586,3.029043197631836,3.0482823848724365,0.09376591469475479,0.06979907576433143,0.007007604038998398,0.45024833566904093,0.06986341857565102,0.014003461710120822,0.27200712518189796,0.06983124716999124,0.010505532874559612
Window RBF,127,125,370,74.44668008048289,0.012269020080566406,2.3520617485046387,2.364330768585205,0.11525812461651405,0.08738122149308343,0.011283387711342364,0.4734958476425252,0.10963303816301889,0.03163384278348634,0.29437698612951974,0.09850712982805115,0.021458615247414357
Window Cosine,182,125,315,63.38028169014085,0.00571894645690918,2.5374977588653564,2.5432167053222656,0.10818976996021631,0.03414354517151533,0.0016633018512549013,0.5199709135652797,0.018585541186788485,0.0008341773102927427,0.314080341762748,0.026364543179151906,0.0012487395807738223
Window Linear,182,125,315,63.38028169014085,0.008946895599365234,2.7875301837921143,2.7964770793914795,0.10854454387096496,0.035462551826073885,0.0017617605928086737,0.8229983160387483,0.02705318262974129,0.0011745442301001913,0.4657714299548568,0.03125786722790758,0.0014681524114544323
Window Clinear,227,125,270,54.32595573440644,0.006970882415771484,2.404594898223877,2.4115657806396484,0.14711560800869447,0.03509002009340311,0.001831416771467632,0.7731199392203028,0.024949610141365704,0.0010493996021244591,0.46011777361449835,0.03001981511738441,0.0014404081867960459
Window Rank,177,125,320,64.38631790744466,0.011072635650634766,2.67753005027771,2.6886026859283447,0.09710548160195266,0.07538351979855336,0.008194072967940466,0.4302866613812272,0.0685298451628767,0.013942403589812389,0.2636960714915898,0.07195668248071505,0.011068238278876427
Window Mahalanobis,177,125,320,64.38631790744466,0.005856037139892578,2.7147858142852783,2.720641851425171,0.13834539143451044,0.11573012665380825,0.019635631792584995,0.950382590012744,0.1238073150684808,0.023249903278046612,0.5443639907236273,0.1197687208611445,0.0214427675353158
Window AR,182,125,315,63.38028169014085,0.012691974639892578,2.4968199729919434,2.509511947631836,0.10689854863205016,0.03583964664569639,0.0018024257996471474,0.7876879651069373,0.025261151229289545,0.0010679340384275827,0.4472932568694938,0.030550398937492965,0.0014351799190373653
Window Mean,174,125,323,64.98993963782696,0.10291552543640137,2.7069220542907715,2.809837579727173,0.08176436061249326,0.06416774388077956,0.006043647126759225,0.4525386159994236,0.07148070767272073,0.014695433800681739,0.2671514883059584,0.06782422577675017,0.010369540463720484
Window Median,180,125,317,63.78269617706237,0.10291552543640137,2.951753854751587,3.0546693801879883,0.09785922791652327,0.033345180585153435,0.0015584532351565295,0.47079847351507,0.01771180779750175,0.00084816102110265,0.28432885071579667,0.0255284941913276,0.0012033071281295897
Binary Segmentation L1,412,125,85,17.102615694164992,0.021834135055541992,3.3926358222961426,3.4144699573516846,0.2067536534715331,0.049118541716466436,0.0035335921070080547,1.0783057623450605,0.033095777154457356,0.0014453728989605693,0.6425297079082968,0.04110715943546189,0.0024894825029843134
Binary Segmentation L2,452,125,45,9.054325955734406,0.01285696029663086,3.3778412342071533,3.390698194503784,0.23358741589333543,0.055565088638762215,0.004514312762436978,0.8543924621017329,0.02700404249589047,0.0010973335140827649,0.5439899389975341,0.04128456556732634,0.00280582313825987
Binary Segmentation Normal,172,125,325,65.3923541247485,0.026814937591552734,2.543260335922241,2.570075273513794,0.09404173615328568,0.06917413441551902,0.00681295118514047,0.5764924692419244,0.0795955563509001,0.013627567654188287,0.3352671026976051,0.07438484538320958,0.01022025941966438
Binary Segmentation RBF,402,125,95,19.114688128772634,0.023617029190063477,3.0198779106140137,3.043494939804077,0.22681783436453407,0.05430663572849167,0.004102736943311085,0.7189731422202263,0.023974996495560133,0.0010424880950152752,0.4728954882923803,0.039140816112025904,0.0025726125191631796
Binary Segmentation Cosine,22,125,475,95.57344064386318,0.026128053665161133,2.127241849899292,2.153369903564453,0.20437642245760893,0.26726237909857076,0.09799049623903587,0.3559195300270528,0.2950365119165441,0.30129532445433044,0.2801479762423309,0.2811494455075574,0.19964291034668324
Binary Segmentation Linear,342,125,155,31.18712273641851,0.012174129486083984,3.5453522205352783,3.5575263500213623,0.30680108780537985,0.07349901007636685,0.007422129415275406,0.8457471098490114,0.02679334427839569,0.001132484789502332,0.5762740988271957,0.05014617717738128,0.004277307102388867
Binary Segmentation Clinear,337,125,160,32.19315895372233,0.010443925857543945,3.469398021697998,3.479841947555542,0.3602825270438433,0.08801604535188831,0.009795078534679343,0.7225904581434747,0.023445365736225323,0.00096091559930418,0.5414364925936591,0.05573070554405683,0.005377997066991761
Binary Segmentation Rank,367,125,130,26.156941649899395,0.013408899307250977,2.761195182800293,2.774604082107544,0.19693750541391658,0.04677152984442588,0.0031743502092221815,1.5200765538978436,0.04620719063200636,0.0024232781676573755,0.8585070296558798,0.04648936023821611,0.0027988141884397787
Binary Segmentation Mahalanobis,297,125,200,40.24144869215292,0.028038978576660156,2.7727508544921875,2.8007898330688477,0.3436368455817041,0.08475951426689013,0.008777082845681834,1.1135977116068316,0.03444272985943655,0.0015552590540691487,0.7286172785942677,0.05960112206316337,0.00516617094987549
Binary Segmentation AR,317,125,180,36.21730382293762,0.017017841339111328,2.7460098266601562,2.7630276679992676,0.33562262894013417,0.08160286132088007,0.008589118009867095,1.2014665560273698,0.036832486093035556,0.0016838097711696243,0.7685445924837517,0.05921767370695783,0.00513646389051836
Binary Segmentation Mean,312,125,185,37.223340040241446,0.19233489036560059,2.6974856853485107,2.8898205757141113,0.3589771934391552,0.08958950009046593,0.009403609033755738,0.37900218586465856,0.016449586906746947,0.0009030530099307997,0.3689896896519068,0.053019543498606464,0.00515333102184327
Binary Segmentation Median,340,125,157,31.58953722334004,0.19233489036560059,3.555201768875122,3.7475366592407227,0.3058999069934904,0.07524446891052093,0.006997288584452935,0.38642581084969607,0.016292233236197527,0.0008261553617666588,0.3461628589215932,0.04576835107335924,0.003911721973109795
Bottom Up L1,407,125,90,18.10865191146881,0.00978398323059082,3.665999174118042,3.675783157348633,0.21309523259205604,0.050595528987661086,0.003811641208377998,0.614704867176626,0.020875834793539858,0.0009057819775599544,0.41390004988434126,0.03573568189060047,0.002358711592968976
Bottom Up L2,172,125,325,65.3923541247485,0.005976200103759766,2.3280181884765625,2.3339943885803223,0.23818165365777258,0.19332046142057113,0.04699186054240672,0.6558909200073585,0.08943646629685664,0.01617554262914755,0.44703628683256547,0.1413784638587139,0.03158370158577714
Bottom Up Normal,172,125,325,65.3923541247485,0.012947320938110352,2.6538660526275635,2.666813373565674,0.0810145539139486,0.06246169769704194,0.005728807679503474,0.6519235701452165,0.08729555698553654,0.014813481026346631,0.3664690620295826,0.07487862734128924,0.010271144352925051
Bottom Up RBF,357,125,140,28.169014084507044,0.010070085525512695,2.6513352394104004,2.661405324935913,0.22818585252837092,0.05468989983179812,0.00413073317041731,1.0170273297774066,0.031599830040218053,0.0013239204925555687,0.622606591152889,0.043144864936008095,0.0027273268314864387
Bottom Up Cosine,232,125,265,53.31991951710262,0.005145072937011719,2.5056800842285156,2.5108251571655273,0.1460333028879479,0.03556009522293525,0.0019410314646647316,1.0958759172122918,0.03388580684943861,0.0014649134292295484,0.6209546100501195,0.03472295103618692,0.0017029724469471395
Bottom Up Linear,187,125,310,62.37424547283702,0.005614757537841797,2.3597731590270996,2.3653879165649414,0.11336291724215052,0.03483262833304571,0.0017354107166288725,0.684921677059185,0.022859024511131237,0.0009705427934886979,0.3991422971506678,0.028845826422088466,0.0013529767550587851
Bottom Up Clinear,297,125,200,40.24144869215292,0.004332065582275391,2.409392833709717,2.413724899291992,0.25605363473159715,0.06311479656405779,0.004952672285893364,1.0129794183237926,0.03173398579722322,0.0013859871267030974,0.6345165265276949,0.04742439118064051,0.0031693297062982298
Bottom Up Rank,297,125,200,40.24144869215292,0.009112119674682617,2.850851058959961,2.8599631786346436,0.24629468118230544,0.06087273803766325,0.004539069663006756,0.9421506378134702,0.02944233474423283,0.0012161892217758708,0.5942226594978876,0.04515753639094806,0.002877629442391315
Bottom Up Mahalanobis,257,125,240,48.2897384305835,0.005604267120361328,2.3681862354278564,2.3737905025482178,0.2647748442943501,0.06620060540522178,0.005160718789142105,0.368259787051402,0.016072169789873605,0.0008708177193586418,0.316517315672876,0.041136387597547716,0.003015768254250373
Bottom Up AR,357,125,140,28.169014084507044,0.008255958557128906,2.592280149459839,2.6005361080169678,0.24897848751967344,0.060837596806013236,0.00470845715590933,0.9251902280781832,0.02973061581804168,0.00128742002718109,0.5870843577989282,0.04528410631202748,0.002997938591545209
Bottom Up Mean,274,125,223,44.8692152917505,0.07684183120727539,3.223464012145996,3.3003058433532715,0.4107133573045588,0.10294493150573285,0.012226424314330723,0.6651538108399139,0.022107527836193335,0.0009391115102794885,0.5379335840722363,0.0625262296709631,0.006582767912305106
Bottom Up Median,277,125,220,44.26559356136821,0.07684183120727539,2.412079095840454,2.4889209270477295,0.31664824399552016,0.07967297936560362,0.007269992523353082,0.4152215560295572,0.016849216083317572,0.0008671722966475411,0.3659349000125386,0.04826109772446062,0.004068582410000311
