Approach,# Train,# Test,Cut,% Cut,Avg Cut Seconds,Std Cut Seconds,Avg Train Seconds,Std Train Seconds,Avg Total Seconds,Std Total Seconds,Avg V1_MAPE,Std V1_MAPE,Avg V1_MAE,Std V1_MAE,Avg V1_MSE,Std V1_MSE,Avg V2_MAPE,Std V2_MAPE,Avg V2_MAE,Std V2_MAE,Avg V2_MSE,Std V2_MSE,Avg V3_MAPE,Std V3_MAPE,Avg V3_MAE,Std V3_MAE,Avg V3_MSE,Std V3_MSE,Avg V4_MAPE,Std V4_MAPE,Avg V4_MAE,Std V4_MAE,Avg V4_MSE,Std V4_MSE,Avg Avg_MAPE,Std Avg_MAPE,Avg Avg_MAE,Std Avg_MAE,Avg Avg_MSE,Std Avg_MSE
Window Mahalanobis,122,102,285,70.02457002457002,0.004293203353881836,0.0008706863873802699,3.0680550575256347,0.4680388930227288,3.0723482608795165,0.4673865559983995,0.08655163032597438,0.05205097623590411,0.0884236997379591,0.053911377735358285,0.018836002940783483,0.02219497523611104,0.11579052400255836,0.035931519071668735,0.12620582039757755,0.03944272831984202,0.025511034223850614,0.014783337188516465,204171108045015.94,55696299132878.17,0.5854658071754706,0.05111800093879748,0.7615647872679011,0.15251135771196664,0.3225547410981784,0.02576013742076349,0.9202718306622829,0.06791749289535322,1.9139129928018264,0.2512636766922462,51042777011254.11,13924074783219.57,0.43009178949332244,0.025452719343309834,0.6799562043085904,0.07196991691100987
Window AR,197,102,210,51.5970515970516,0.009242820739746093,0.0009009010225676758,3.2723731994628906,0.42511433602815224,3.2816160202026365,0.42571077324453127,0.10069121029614184,0.06046202914804019,0.09201912512811475,0.055461211728496655,0.016800651132635246,0.019187181413910948,0.1691876753164768,0.07776660062531786,0.18465923615470195,0.08700864091069817,0.05645823246416791,0.059219212995516836,300735437210704.06,105892714608902.66,0.4707438195447275,0.0655138705944149,0.44433069653175766,0.18420469843253545,0.3080286513621248,0.04619951094318893,0.8766433377156752,0.12928586569947143,1.761318546247256,0.4951805938771034,75183859302676.17,26473178652225.664,0.4060163796358048,0.029511285893033506,0.5697270315939543,0.11492419346998954
Window Mean,221,102,186,45.7002457002457,0.08755226135253906,0.007066953808803226,4.423196840286255,0.3653436993677774,4.510749101638794,0.36822529838789486,0.09455200620624099,0.03651363742128227,0.08715569058012893,0.033604399649423765,0.01621417687439482,0.011195238972788015,0.1203106846558898,0.01792635514486779,0.12880597763894389,0.020715993790482373,0.021440684498488197,0.004933589286538299,214405482796810.56,105240666606657.3,0.43576096318312973,0.023414753389512204,0.398196224798252,0.06972146674966416,0.3380309440692719,0.018019700031301007,0.8755864920658684,0.043362167158039235,1.7214911335562482,0.16432459902940824,53601370699202.78,26310166651664.34,0.38182728086701767,0.014872296213566285,0.5393355549318459,0.03639268257496935
Window Median,220,102,187,45.94594594594595,0.08755226135253906,0.007066953808803226,3.887306642532349,0.49377324367742725,3.9748589038848876,0.48788754384223243,0.14005824628852423,0.07896925713446921,0.12842019890333775,0.07332332370675601,0.036414741339649705,0.03863254297387646,0.13388214526595407,0.02198319553254335,0.14338089700082704,0.025564870812913337,0.02547287451640968,0.007854912667237412,256884701781102.28,109103474841669.55,0.46312912987293975,0.022154565073212073,0.43357490092438655,0.08559667439716127,0.2889747683114868,0.01743682286601188,0.8007398997593022,0.04165746051477733,1.4820313144383737,0.13119146233373444,64221175445275.71,27275868710417.387,0.38391753138410173,0.023446603027804106,0.4943734578047049,0.031313168782116145
Binary Segmentation L1,217,102,190,46.68304668304668,0.020335626602172852,0.0028376767953624633,3.381901168823242,0.231596815999327,3.402236795425415,0.23235519830189275,0.12233759777528773,0.054680364570995496,0.11236514654419935,0.051074860071117924,0.028124499161435064,0.023956815257632526,0.15204089376874474,0.038150608010616635,0.1644428433209478,0.042551436688760255,0.033899631728915296,0.01605445629901034,184266336471958.7,54855952742394.89,0.4615752585275766,0.02383731900069447,0.45896465712156054,0.062048924476408814,0.31623221589837247,0.02625454026661532,0.9064126738834124,0.07229946912182104,1.873716103501627,0.28233691061017013,46066584117989.82,13713988185598.738,0.411198980569034,0.028267227645869863,0.5986762228783845,0.07644479407631238
Binary Segmentation L2,222,102,185,45.45454545454545,0.009803009033203126,0.001032727343586516,3.7771655559539794,0.342650425359029,3.7869685649871827,0.34325084557586943,0.05225846318107395,0.019051860112317073,0.04787534229462248,0.017680020173521663,0.004761480896255418,0.0031562536147589576,0.16979959525551588,0.03907771833595106,0.18308228123939468,0.04294511127820592,0.03982339858930337,0.018250290094215606,263127216840687.06,75220394435611.05,0.4159328725193265,0.010310536459332628,0.33881684979019716,0.039162590375128474,0.3132354068663103,0.02706500836828328,0.7892977388368028,0.06524306371479122,1.4169039898856817,0.22368960290711684,65781804210171.9,18805098608902.766,0.3590470587225367,0.01816144345580931,0.45007642979035944,0.05463591704709013
Binary Segmentation Normal,217,102,190,46.68304668304668,0.022918176651000977,0.0005310112578070343,4.083831787109375,0.9766881004998206,4.106749963760376,0.9771297867190599,0.16695617599865745,0.1320107166991982,0.15355876368144353,0.12184938790115808,0.06345864983920141,0.08077363957220486,0.17621739497680794,0.07106494078474622,0.19116374438403685,0.07845395697784446,0.05048601171641621,0.038813497406420386,313422658919810.2,124549063121470.05,0.43391622033209204,0.025446928698247943,0.35873868492972816,0.07963480749399214,0.3045194500835913,0.06917074927934788,0.8822903514907999,0.18246925175072445,1.8536823054742364,0.6642739435124488,78355664729952.72,31137265780367.52,0.415232269972093,0.04615553943119928,0.5815914129898956,0.16723563629566618
Binary Segmentation RBF,222,102,185,45.45454545454545,0.01315913200378418,0.0007072471371517236,3.474906396865845,0.3340995273543112,3.4880655288696287,0.33399730521094395,0.12137726919585984,0.06171799146189561,0.1116469643036869,0.05726355725149187,0.02728261036494174,0.02224898272325017,0.13220858064153404,0.03991762652864641,0.14145590224441018,0.044624218687305824,0.02676648116115942,0.01518110123405103,199486409094215.47,39332043753135.64,0.4492037517777772,0.029619455586795573,0.4254436938637209,0.06950897741240931,0.30136047788510717,0.018346649021875286,0.7639648955493551,0.04313292600863025,1.343667954475096,0.13921450200477292,49871602273554.01,9833010938283.902,0.36656787846880745,0.029285771209922887,0.4557901849662296,0.04350147581610711
Binary Segmentation Cosine,147,102,260,63.882063882063875,0.01148829460144043,0.00046253759218604077,2.7947495937347413,0.13481842198871302,2.806237888336182,0.13508584502188767,0.05567306197127667,0.0404486256846345,0.054202969821322035,0.040126707637692056,0.009937400480675615,0.015394884682627796,0.10457839885996864,0.03473386238591374,0.11308197823570448,0.03821043693825005,0.01731756699548956,0.010581747127098326,188451221054147.44,83089820334521.48,0.5823862329973877,0.04212914251721142,0.7583319995337473,0.1338813653581199,0.3013974818464714,0.03388015892619993,0.8676210353319891,0.09400398181459653,1.7292987055123807,0.3434455902216777,47112805263536.98,20772455083630.37,0.40432305409660074,0.02362393684100153,0.6287214181305733,0.09468787997164665
Binary Segmentation Linear,222,102,185,45.45454545454545,0.011379194259643555,0.0006735797755763999,3.8299028396606447,0.8628307574131899,3.841282033920288,0.8628676472322356,0.06961781356812198,0.04002753966492035,0.06363985705105878,0.03686172524169285,0.007944480754344042,0.007622821990509305,0.1898100136743659,0.06209560706084627,0.20515488149208147,0.06961449962581591,0.05395739978552861,0.034327626989233494,230462495015912.62,81373828614572.36,0.46344960568025517,0.01036465656962586,0.4412457257313484,0.04754188569965946,0.32800522125853476,0.023619222032825887,0.82637412802693,0.056369967067084956,1.553710285991532,0.1983774749674589,57615623753978.305,20343457153643.094,0.38965461806258145,0.023776441041472952,0.5142144730656882,0.0512718605210834
Binary Segmentation Clinear,122,102,285,70.02457002457002,0.010550498962402344,0.00444006048338491,3.1795136451721193,0.309759916575474,3.1900641441345217,0.3094074245959991,0.06237150555273961,0.029206545818662482,0.06386555445882283,0.030191401447164198,0.00905280182972671,0.007529160392150473,0.09018564053877988,0.015242299990131186,0.09693491872513234,0.017677216601256283,0.01290314630479926,0.006246242679455325,283710711393433.4,185245603196399.0,0.5862575956615853,0.05286541889926792,0.7281886277668551,0.17076996930007785,0.314236290695622,0.029538291030143427,0.8951625946728629,0.09015394191487629,1.8222556589647605,0.35525358897304954,70927677848358.47,46311400799099.734,0.4105551658796008,0.026160005614405943,0.6431000587165354,0.12328538829979377
Binary Segmentation Rank,127,102,280,68.7960687960688,0.015561628341674804,0.0015113028330834637,3.0472530364990233,0.2783374453883931,3.0628146648406984,0.27964131654505336,0.1338569646160908,0.07698342246411183,0.13826744491939416,0.07944178272252464,0.04956492383833794,0.052968001629984905,0.10830938753158316,0.04287183743421138,0.11650364777818716,0.047271752193528215,0.024398316396849792,0.018647308354070958,236955791873733.6,114759306484141.77,0.6015848722837386,0.06119089505113349,0.8012388833428697,0.21420698578058692,0.3292997187690213,0.02777423809124529,0.9365956002610302,0.08347891281027382,1.980150829322242,0.37875674872646437,59238947968433.55,28689826621035.457,0.44823789131058744,0.037150806064430095,0.7138382382250748,0.10522956258923322
Binary Segmentation Mahalanobis,127,102,280,68.7960687960688,0.013812589645385741,0.0022667778493971344,3.3788450241088865,0.8202157176907848,3.3926576137542725,0.8221075468844595,0.06470023150689454,0.030999130315544868,0.06632394836785299,0.03181214927196331,0.009573947422479266,0.008365197488449693,0.10532181060931808,0.035045457955812244,0.11452336184822391,0.037806702682753504,0.020129805045480162,0.014554844607793037,213423474904648.53,48818330633439.97,0.5630360351338066,0.032652419734094634,0.6905036536178076,0.0992038659004091,0.31778645792953764,0.03601736247457855,0.9137180463260318,0.09705704296046147,1.915521928664629,0.39211968672072345,53355868726162.26,12204582658359.988,0.4144003479189788,0.01614284972791635,0.6589323336875991,0.08195249806392352
Binary Segmentation AR,222,102,185,45.45454545454545,0.016017723083496093,0.002595617428679041,3.644571399688721,0.5039573891124555,3.6605891227722167,0.5054430185203266,0.12980642235900222,0.10133501275773613,0.11929088231274546,0.0936720228887735,0.03753844985527393,0.05942173965541295,0.16076699439154302,0.06734332457593754,0.17366338539366322,0.07403746883627121,0.040158180683080476,0.029753458946881875,179787879855106.5,62830482335879.484,0.4529390801023085,0.029941222080008538,0.44317405042155533,0.0784790642162938,0.2980800969740465,0.02881526895646081,0.7550299766838787,0.07226056641476833,1.314774039335822,0.2501078210300456,44946969963776.766,15707620583969.879,0.37523083112314903,0.01533864182919772,0.458911180073933,0.05883099761547749
Binary Segmentation Mean,185,102,222,54.54545454545454,0.1450258731842041,0.010293434026106149,4.35361156463623,0.8866806455887115,4.498637437820435,0.892408604722968,0.0993644962919175,0.07109023308618949,0.09136089072662418,0.06560654729442074,0.021487321969616117,0.023800924801643312,0.1570823167803387,0.03498703779422129,0.17044834363123412,0.038981100081313634,0.03744793351246408,0.016810517046717526,263410178884481.12,42552696685982.805,0.47143795090771473,0.042397584778436914,0.4461178409872653,0.08952493222942934,0.3214580601610609,0.03357896383296354,0.9092528816018116,0.08509338321388654,1.8549022356175568,0.31710969835960207,65852544721120.43,10638174171495.709,0.41062501671684615,0.015790496113051673,0.5899888330217257,0.07777407615012963
Binary Segmentation Median,217,102,190,46.68304668304668,0.1450258731842041,0.010293434026106149,3.6873030185699465,1.0136689162719366,3.8323288917541505,1.0169563713331975,0.1331114156117236,0.11431212539653761,0.12204134451726442,0.10579003076542048,0.04332172991204544,0.06901497513909455,0.1781930274067412,0.08296760797304527,0.19232343096461013,0.09212411651333986,0.052588900791098486,0.042275332458228884,253738405942981.56,77690719136301.48,0.4739957937935838,0.02555807049386933,0.4548567080068582,0.06718012751153558,0.2941684082182705,0.015135905500670035,0.8542395675320585,0.04717392699770341,1.7001527982883637,0.18543575792620495,63434601485745.55,19422679784075.363,0.41065003420187923,0.029407197477443216,0.5627300342495914,0.02942381582375061
Bottom Up L1,322,102,85,20.884520884520885,0.010716962814331054,0.002819195857363635,4.094570541381836,1.064547844980283,4.105287504196167,1.067075886331113,0.07661779195664187,0.026391611376028114,0.06883961687524769,0.02412889413118778,0.006379333846237419,0.003930365200696055,0.20994999421482366,0.030648723361666897,0.2255430621229703,0.03397831599509948,0.05522377209274452,0.017216880294760668,298326256843282.6,68391741385394.54,0.2879295357408534,0.014597900756121576,0.13496365713465533,0.006111915205491129,0.33001130531308276,0.028282742124760996,0.38880887838622435,0.025649747326947293,0.3253172918315651,0.038654061619499316,74581564210820.81,17097935346348.645,0.24278027328132393,0.009953823336104062,0.13047101372630054,0.006805995243559087
Bottom Up L2,217,102,190,46.68304668304668,0.006473827362060547,0.002024012645976979,3.761647415161133,0.8146838416249976,3.7681212425231934,0.8159912141053866,0.15219917899448723,0.07663369384607761,0.13963916137595658,0.07092742501433887,0.04003705194321296,0.02951684224172493,0.1645079979814141,0.06458793919320666,0.17823264831981778,0.07143413818055831,0.044086889188490706,0.03461744029552291,240616393312484.84,73643060199026.83,0.4685461314811107,0.040337493493982066,0.44981947731856414,0.07296900553633862,0.2971674237620134,0.02516634883664263,0.8611427717027372,0.07213989011928944,1.7190387091810835,0.28551263015564826,60154098328121.37,18410765049756.703,0.4118901782199055,0.03509559754056135,0.563245531907838,0.07833398098613632
Bottom Up Normal,217,102,190,46.68304668304668,0.010571146011352539,0.0006558398191888064,4.084369325637818,0.489744268264446,4.09494047164917,0.4896121422465618,0.12627486020697698,0.04881375577063666,0.11635125425760579,0.04518982370985483,0.02904040490684666,0.019023361661319287,0.18777983986164987,0.08847556623242972,0.20502252605716273,0.09868815785341235,0.06659427455456128,0.06616666225813513,222685215000597.88,102337680156027.8,0.4460304687058828,0.03201788596220349,0.4158959112112785,0.09630559857148749,0.30851576080452736,0.01841305401904189,0.8927606434741261,0.04888700146925877,1.8328403392490589,0.18618291720244498,55671303750149.625,25584420039006.934,0.4150412231236943,0.02956860766872777,0.5860927324804363,0.05478870765877161
Bottom Up RBF,152,102,255,62.65356265356266,0.005729579925537109,0.000780166187736754,3.3613147735595703,0.4998738216233738,3.3670443534851073,0.5004482666897568,0.15810610890697474,0.07373231876790622,0.14760455541710238,0.06911722122257227,0.04537058261359735,0.028207583870017646,0.12706518985673557,0.04986654202525467,0.13822889114372283,0.05590058667425671,0.028985257120787502,0.02106955581351639,170831668517204.94,106373119488378.25,0.5724547737278272,0.04580544445677183,0.753516776713162,0.1409621813203269,0.33385514742902134,0.04112490205969268,0.9573344817042456,0.10780222455193941,2.089121082206192,0.4222072373313053,42707917129301.39,26593279872094.562,0.4539056754982244,0.043435612653405724,0.7292484246634345,0.10452299889445883
Bottom Up Cosine,232,102,175,42.997542997543,0.004007387161254883,0.0006322672910907414,3.925258159637451,0.9579481081319936,3.929265546798706,0.9581385481471785,0.072126011302362,0.042891055052075355,0.06562039126750145,0.03882592727801083,0.0077815717698616746,0.006855103045188539,0.15209407200524694,0.03679781376026465,0.1639191629391951,0.04113589249636913,0.03230221424562649,0.01814681350808863,149522011200104.88,25822571505741.848,0.3368712465059391,0.03639954463031769,0.2419700032916468,0.06437109967109958,0.3184014504776102,0.027849243006776915,0.4515042145260021,0.03699398918833904,0.4602668977998336,0.0715314565114318,37380502800026.35,6455642876435.46,0.25447875380965945,0.019998677144031467,0.18558017177674216,0.030218265182488824
Bottom Up Linear,177,102,230,56.51105651105651,0.006102657318115235,0.0006486381659178853,3.338028001785278,0.7682007115322006,3.3441306591033935,0.7688451717773025,0.10507311733752181,0.04620274775015075,0.09679714520037147,0.042707795843839505,0.01955405918102079,0.018004525321342967,0.1472601216752349,0.05110768287123479,0.16029399892354793,0.056849495975742924,0.03626217903417047,0.022963108068437838,249753603498380.97,93337475019889.2,0.4823239649076882,0.03861337838482913,0.478351168493243,0.09408747119598458,0.3159758749192645,0.024117133316579616,0.8957635254750744,0.05231196228141175,1.795923154797449,0.1635998439209735,62438400874595.39,23334368754972.31,0.4087946586266705,0.027463980839364143,0.5825226403764708,0.06176702080393877
Bottom Up Clinear,307,102,100,24.57002457002457,0.004483747482299805,0.00035393582965844507,3.7916747093200684,0.8853811303877331,3.796158456802368,0.885567615626553,0.0698975817884823,0.029763204003111367,0.06343536038944503,0.027236533351244423,0.007024781807307508,0.005083965999410999,0.23412312266087523,0.045739518265015856,0.25173932081847233,0.050149614156336945,0.06954976643338799,0.031318596647989055,348683135480317.06,125001281404718.17,0.2893045994613558,0.01391262637216002,0.12870894838827054,0.016306282709635838,0.29237390604719055,0.021251974276754494,0.401775587227091,0.024759205501444854,0.3594714368420227,0.04431231220327107,87170783870079.42,31250320351179.547,0.2515637169740911,0.013862133926452963,0.14118873336774715,0.012489371900357827
Bottom Up Rank,142,102,265,65.1105651105651,0.012436485290527344,0.001208250205690096,3.3235084056854247,0.4293392964622447,3.335944890975952,0.43026327134479353,0.11541582709854879,0.043201259300123154,0.11766638075594675,0.04417140496215515,0.02907574187689479,0.02105618416095706,0.10091154360511108,0.04286233036333491,0.10879314557345784,0.047565735788744,0.018217706887337867,0.01571646162745834,184866882614102.03,54974534626229.21,0.5724647888756024,0.06472763088614288,0.7420956955285878,0.21122893401985174,0.32949629543979553,0.019156943211845044,0.9386624556519323,0.05363200316434183,1.980325032459154,0.2147421707272644,46216720653525.65,13743633656557.316,0.43439669271423476,0.019003903188927807,0.6924285441879936,0.032252366528263354
Bottom Up Mahalanobis,142,102,265,65.1105651105651,0.004408025741577148,0.0008544190522650381,3.233372449874878,0.6609269961390953,3.237780475616455,0.6614980331828664,0.08539107454440249,0.04772558751456167,0.08642935372952303,0.04836247639514588,0.01651066412978531,0.020206689620488886,0.08492055876374081,0.0039612426843373925,0.09015484215070681,0.004755169594639737,0.010808018832484279,0.0008014294607757025,182745725340773.72,42215493713753.1,0.6672529191784908,0.06067857949516891,1.024410849754862,0.19136929929953594,0.3267319543330581,0.02031240352587897,0.9358431109175452,0.055717296041011624,1.9843200743314993,0.22500766861185154,45686431335193.555,10553873428438.266,0.44492005649406646,0.0321726187821114,0.7590124017621577,0.09489007411952549
Bottom Up AR,217,102,190,46.68304668304668,0.007138252258300781,0.0015698855508211715,3.799718141555786,0.5823842400469362,3.806856393814087,0.5838919273750729,0.11600097698704813,0.046369794857854696,0.10607000789293232,0.043197346275237136,0.021822378442408384,0.01726796724018921,0.21909489647099614,0.06806102161595995,0.23770672594038292,0.0756837315281016,0.07240465899245689,0.04448513625861905,261110387676214.2,92274556096837.48,0.4589746347711357,0.053762878577577285,0.4326621006019678,0.15067720704292573,0.3087097186007216,0.03647077925779526,0.8858091191411761,0.0978606560288974,1.7966646889202074,0.3468324992093154,65277596919053.72,23068639024209.383,0.42214012193640676,0.04510636493292666,0.5808884567392602,0.09947883514658819
Bottom Up Mean,213,102,194,47.665847665847664,0.07206807136535645,0.010179865851078421,3.288655948638916,0.6169080927131115,3.3607240200042723,0.6268083550838931,0.09494503613147924,0.05856128104888098,0.08679764190802614,0.05387771947154422,0.015925018130640452,0.015917863837646706,0.174792347577303,0.048854781446083184,0.18970239802724767,0.05340942499543071,0.04502004522082982,0.022093585394647366,185494469910959.5,81179224618433.53,0.4930339929456174,0.06843279280055208,0.5431351542891651,0.15461138427654147,0.31344917730542715,0.05239313321290878,0.8989802139222958,0.14121073410052248,1.8694340472157698,0.5741630966587786,46373617477740.016,20294806154608.4,0.4171285617007967,0.05008366619646417,0.6183785662141015,0.16013190525232499
Bottom Up Median,217,102,190,46.68304668304668,0.07206807136535645,0.010179865851078421,3.6529870986938477,0.8770732930841207,3.7250551700592043,0.8869649016222844,0.08188723317773344,0.02591436583120053,0.0746977676590927,0.02443055776528806,0.011119610097575304,0.008877160372261012,0.15712230582967718,0.03233929721071133,0.16973820359035655,0.03711075130925509,0.037183897687990006,0.016536015662191116,341362363794925.94,69425354458925.516,0.43031517131591124,0.046486203023427305,0.3449749761335199,0.10765717051125602,0.29776074922036233,0.033200087944782984,0.859495371030336,0.08304291852065927,1.7092950265012437,0.2769659357726447,85340590948731.62,17356338614731.377,0.3835616283989241,0.0352939446426618,0.5256433776050822,0.08751291430569952
