Approach,# Train,# Test,Cut,% Cut,Avg Cut Seconds,Std Cut Seconds,Avg Train Seconds,Std Train Seconds,Avg Total Seconds,Std Total Seconds,Avg T_out_MAPE,Std T_out_MAPE,Avg T_out_MAE,Std T_out_MAE,Avg T_out_MSE,Std T_out_MSE,Avg Press_mm_hg_MAPE,Std Press_mm_hg_MAPE,Avg Press_mm_hg_MAE,Std Press_mm_hg_MAE,Avg Press_mm_hg_MSE,Std Press_mm_hg_MSE,Avg RH_out_MAPE,Std RH_out_MAPE,Avg RH_out_MAE,Std RH_out_MAE,Avg RH_out_MSE,Std RH_out_MSE,Avg Windspeed_MAPE,Std Windspeed_MAPE,Avg Windspeed_MAE,Std Windspeed_MAE,Avg Windspeed_MSE,Std Windspeed_MSE,Avg Visibility_MAPE,Std Visibility_MAPE,Avg Visibility_MAE,Std Visibility_MAE,Avg Visibility_MSE,Std Visibility_MSE,Avg Tdewpoint_MAPE,Std Tdewpoint_MAPE,Avg Tdewpoint_MAE,Std Tdewpoint_MAE,Avg Tdewpoint_MSE,Std Tdewpoint_MSE,Avg Avg_MAPE,Std Avg_MAPE,Avg Avg_MAE,Std Avg_MAE,Avg Avg_MSE,Std Avg_MSE
Window Mahalanobis,1358,3947,14430,91.39853052951608,1.9173708438873291,0.266362423604839,11.494662380218506,4.186787353643228,13.412033224105835,4.099650327833752,0.40246691330039114,0.010324737013925146,0.30809585097820213,0.007389332288313513,0.130955590566965,0.0052948656198305785,0.01758289415349587,0.01001301706047114,0.017357735542816076,0.009871761038388134,0.0005355133723415209,0.0005202796582652814,0.2359581117605725,0.003195545051253087,0.13654241622533372,0.0051303940557852245,0.02693808787825339,0.0016123241221331257,384965895537.0289,23287116868.66406,0.1345911245121544,0.008712921663936448,0.026144334646116724,0.0027779206534806755,0.22370358359608425,0.014816672088156128,0.08943890657038864,0.00434346308179322,0.014560579793968456,0.001931008238298923,1518065465482.5935,119811975068.2533,0.6212298277792103,0.01443231052687752,0.5481420790893348,0.02451380388829972,317171893503.4403,19340874111.60175,0.21787597693468516,0.0029475920957993075,0.12454603089116342,0.004308773693234831
Window AR,6223,3947,9565,60.583987838864964,0.41309189796447754,0.07593652551729539,28.48843994140625,6.604568433752437,28.901531839370726,6.620445653921511,0.34081986498656974,0.009432310163696282,0.2395948715870893,0.007193642860290249,0.08568858092089555,0.004296120455694179,0.00845477720767626,0.0045205232690001635,0.00831684425845453,0.0044363125975718735,0.00011813346838480946,0.00011656340211624467,0.23838422365201592,0.002893269799299055,0.12833172191623088,0.0013162088984319297,0.02476576228889443,0.0006163846386773395,273414494488.63388,11158830372.950867,0.09524058504758959,0.005183406149202099,0.012768074051041736,0.0012693178661925789,0.21642337673220544,0.007594268603356363,0.0816154717767049,0.007899564749959143,0.012342801544943542,0.0010223093582249596,1702034191485.477,68753587176.01779,0.31714543785936156,0.010592496689768189,0.13904411114578202,0.008866969971211223,329241447662.4696,12672600531.723448,0.1450408220742385,0.0033663578156954274,0.04578791056999038,0.001766403064849372
Window Mean,5510,3947,10278,65.100076007094,22.581601715087892,1.700772284218036,19.385824251174927,12.102459512666876,41.967425966262816,13.714215714587779,0.3435081105375808,0.010659789969989715,0.24088947107090825,0.011981005531208455,0.08662646414811644,0.007119823233710174,0.015323115594174753,0.01110630921831057,0.015084950547849741,0.010917306146745877,0.0004220076579908049,0.0004871174329039469,0.23009794648435472,0.012002510019567545,0.12607729089338024,0.0032907424920916237,0.023493732575699224,0.001993618574023584,270656207819.38022,16351387292.974775,0.09251847968441211,0.004237650286944016,0.012154606927855038,0.001014495000468982,0.2178071679456745,0.010825139745362039,0.08775621171129203,0.007673633251540011,0.012951571319145887,0.0015667371714236538,1829988486798.8364,77308143173.63995,0.31058533832111423,0.01655896607763624,0.13306419473799505,0.01523555636485862,350107449103.1485,10197895365.321259,0.14548529037149288,0.003794382161865191,0.04478542956113369,0.0027671078222110236
Window Median,6268,3947,9520,60.29896123638206,22.581601715087892,1.700772284218036,27.30921664237976,3.988363713547901,49.89081835746765,5.267842004278308,0.3448464197155545,0.016501164583409184,0.2420720467000556,0.01642544211269009,0.08708722059453089,0.008716222602232544,0.007780510695802667,0.001685354650406802,0.0076590052170213896,0.001652687581076628,8.769480751958639e-05,3.712391588148792e-05,0.2360294310226594,0.00967929454211567,0.12822760453059362,0.0031184604935439323,0.024309148378820294,0.001904575783730803,263478494320.16666,25598772597.951824,0.092557870757076,0.008596181420781768,0.012265661447873681,0.002015442516281881,0.21877585259818572,0.005657319906676782,0.07993436269223286,0.003031179119996427,0.012396396310478987,0.0007585704700388816,1694138457404.0352,110312176579.73071,0.31230036622446333,0.009653277811229086,0.1345126587626822,0.008938516707266411,326269491954.1481,18930021971.2545,0.14379187602024057,0.0031791943490769164,0.045109796716984285,0.0020752690097472297
Binary Segmentation L1,5023,3947,10765,68.18469723840892,4.392484569549561,0.22167852767230778,18.214244079589843,3.627070190932485,22.606728649139406,3.775460644426706,0.3291203538539236,0.013484881270930038,0.22348447720137918,0.013739733813681368,0.07668781740870872,0.009043633005030886,0.014312054608953264,0.009707775060678136,0.014087475501076141,0.00956546721444792,0.00042696627400565034,0.0004734492232173851,0.22148928633054007,0.005264622062401832,0.12453926584731576,0.003346176379210595,0.021826036518212882,0.0011624597344041569,283486370529.01984,29608200726.232162,0.09926100129168484,0.015486309458672876,0.013984008489213428,0.004027582174676626,0.21946649710085317,0.006871399738134527,0.08243854475850351,0.003602995792027663,0.0126831018808663,0.0006979432803451117,1936096936780.1003,121198445772.00903,0.3106843390100163,0.02614566250681651,0.13307241722798213,0.0234467704420229,369930551218.2952,18319196055.779648,0.14241585060166267,0.00840757584479842,0.04311339129983153,0.0047624176928665034
Binary Segmentation L2,7613,3947,8175,51.77983278439321,1.0980568885803224,0.06370716786493508,36.59978928565979,9.627806677580828,37.69784617424011,9.641889288526166,0.3735476068194156,0.010328074275658594,0.26958673374946773,0.008502225552948316,0.10342236477343525,0.005918991415042908,0.009656837775706013,0.0034838154752417634,0.009455152142185447,0.0034097852807127116,0.00015731892433240948,8.469250684954281e-05,0.23204320515597082,0.011424274544953658,0.12655976036778158,0.003777126518454682,0.02362609819536649,0.0023434104713166296,252529827863.08536,28269498489.980194,0.08993460693784007,0.008469403909646978,0.01171362700055351,0.0017331953108050333,0.21987223093755573,0.008434880232707085,0.0788816820634484,0.003253821587054843,0.012781514193455972,0.0007019425512254222,1252425813786.251,81220255238.41008,0.35712014865548586,0.009684853875952412,0.1791211948001013,0.009674413548416578,250825940275.03235,16218377816.1928,0.15525634731936838,0.003719379909671419,0.05513701964787415,0.002604969738251828
Binary Segmentation Normal,7333,3947,8455,53.55333164428679,2.129117250442505,0.12267934406955733,45.765214157104495,12.575345563073084,47.894331407547,12.669248635554741,0.3740291525719426,0.03130930738282787,0.2685798919491946,0.025854178550068975,0.10295735074869074,0.016924280425340037,0.0064867910236054635,0.0015987060135485942,0.006369717806460535,0.0015706263146999576,6.799137017747908e-05,2.9103416296612988e-05,0.231287534943492,0.010657098757045336,0.12584539927226102,0.005334921253679098,0.023366949547548532,0.002098481722698801,257468781487.71265,13880729565.400154,0.09002516436959777,0.005460192036265509,0.01154593489532836,0.0010627756459571994,0.2151784142899973,0.0036199186345200816,0.07565814289096796,0.002787183495766072,0.012257527814400707,0.0005223895493501214,1362053464852.9946,115113335721.73737,0.34659551896057167,0.015710429666771025,0.16854960537922906,0.01584350346620653,269920374390.25372,21032059116.995346,0.152178972541509,0.007054280551414155,0.053124226625895825,0.005720779074874074
Binary Segmentation RBF,5158,3947,10630,67.32961743096023,644.4273478507996,28.67711850671859,27.616493892669677,10.221691973329316,672.0438417434692,37.110292773400445,0.3252606860991964,0.009934787653357497,0.22290711088669213,0.0077840144702557585,0.07582270621823053,0.004600357012500261,0.009330959741562748,0.0049443309324511435,0.009190024277648355,0.004880163360374442,0.00013900772639266495,0.00012379312772501538,0.2246544154925425,0.0034440668900698533,0.12500330903537962,0.002697231713378547,0.022286748644289527,0.000796778828336259,279140365086.3043,18830275839.45472,0.09583201165691131,0.008996158253857463,0.012966638205089457,0.002088552582040387,0.21771031309321848,0.0026723527328977553,0.08878229737848513,0.003248024124749388,0.012981320575210611,0.0006061308805894822,1835359116233.3552,110123099151.08485,0.30082707340485976,0.011662070352455313,0.12453471856325123,0.009887197667719443,352416580220.04675,18180868862.87106,0.1404236377733295,0.003192329007429517,0.041455189988744,0.002053527913161614
Binary Segmentation Cosine,7613,3947,8175,51.77983278439321,623.7717347621917,40.501788998326845,42.38201723098755,13.83336434634055,666.1537519931793,51.92315526118307,0.3519614529581109,0.017068442728569028,0.25157862238089795,0.015092106621817553,0.09198876306517179,0.008807773396166918,0.009106688214327235,0.003078495242958975,0.008936514105526748,0.003010037502415983,0.0001370573643058869,8.390322821373452e-05,0.2261977970823618,0.005223258339151875,0.12557096481540664,0.0005391220531256486,0.022618968921646377,0.0007579219327005335,263994602682.5612,32974923545.324146,0.09325313044024257,0.011687220490883242,0.012618323810991655,0.0025606403059402804,0.21234325713987678,0.0021788473449809225,0.07769112146415844,0.0028833972786891874,0.01182377475181642,0.00015622857380589704,1412194671448.1301,92029610691.80766,0.33776112219336474,0.005801270059103069,0.16009975772899412,0.005778079938810811,279364879021.90875,11270755762.925848,0.1491319125665995,0.0027848597523989936,0.049881107607154376,0.0019070011764214566
Binary Segmentation Linear,3868,3947,11920,75.50038003546997,3.008614349365234,0.5391127485268339,21.5189829826355,1.590482002186383,24.52759733200073,2.1266353888687206,0.3257466751453846,0.0037666827697347338,0.22303526837541354,0.00503444432768348,0.07633942588130427,0.002683872513142537,0.011241387453794056,0.0027036141258841126,0.011053680001158653,0.002637534023500572,0.00017714021627050547,7.229468161427256e-05,0.22519750432934338,0.0046981891418865955,0.1260680720743892,0.002033598337013952,0.022540736818617364,0.0008267692363302993,376023249557.9091,1795807915.374384,0.1286856553696319,0.0013941541679650777,0.023804019865870087,0.00047568217247315165,0.22037587218152116,0.00628635707813726,0.08826676957209287,0.006346483872163978,0.013306677892221556,0.0010512507457631588,1698417817037.2983,116303784387.00832,0.3135986548466214,0.00675120377933322,0.13560614244085872,0.005994147718808585,345740177765.98096,19365002664.151745,0.14845135003988494,0.0016824219283079445,0.045295690519190385,0.0007972126996663018
Binary Segmentation Clinear,15528,3947,260,1.6468203699011907,2.202602910995483,0.3639985532919622,99.82966933250427,37.06485882016716,102.03227224349976,37.19667648207746,0.42127912851441807,0.01655917635892572,0.30960799564295344,0.012824593999792338,0.12836732430003994,0.009502534951782158,0.008418483893992705,0.0010987966268371232,0.008238361362801561,0.0010796696310048173,0.00010039556765624626,2.4059511223807415e-05,0.23938459153823483,0.005508629058510821,0.12682045609042508,0.002482107432464301,0.024938382750521598,0.0011040446254710246,291198932481.457,22936937586.54057,0.10750337795760627,0.016709823119996466,0.015746361098820702,0.004483321532598299,0.21585980904546942,0.010305723110476828,0.07465944813108373,0.0027433071289993034,0.012139436636476793,0.0008071271998542368,1069752547624.5669,53055936388.72217,0.36676054573025924,0.007229033386701698,0.18955225644135512,0.007388106701186853,226825246684.48135,10684124300.591255,0.16559836415252158,0.002283303697930409,0.061807359465811784,0.0021593991131032314
Binary Segmentation Rank,5893,3947,9895,62.67418292373955,2.008177709579468,0.3863078032531303,31.8556809425354,15.741311909504658,33.86385865211487,16.093709500672432,0.336082256685179,0.007335960539916987,0.23400731796919746,0.006886248052899653,0.08241540158558752,0.0037167610294576345,0.008381612190610899,0.0013815504612295082,0.008257312787735734,0.0013480791759373522,0.00010333429922131265,3.272193782252501e-05,0.23323857321310432,0.003346485826028462,0.12646476996370026,0.0008422401236354715,0.02376345734428331,0.0005889160574402952,273822622611.9116,26852514074.92832,0.09440539384601422,0.006502266154508173,0.012690053822478543,0.0016125710011052113,0.21763086541735993,0.006037490912486745,0.0794199866282728,0.005210221634613908,0.012357523967671697,0.0005093653585314857,1811265535939.6384,86014398816.06792,0.313925128380379,0.014073663941496608,0.1357512951689234,0.012660668880715105,347514693092.0383,10201261518.638737,0.14274665159588332,0.0026312834325719348,0.04451351103136099,0.0020636880650198026
Binary Segmentation Mahalanobis,6023,3947,9765,61.85077273878895,672.7230150222779,109.00053369092927,44.49165158271789,25.572399846054992,717.2146666049957,132.11773016436524,0.33568464486759353,0.007616610245189863,0.23271630217230468,0.005911504257214738,0.08186063729729245,0.004125543620725473,0.00853048898973611,0.005322950069319699,0.00839767167097669,0.005244144968395364,0.00013246403845261435,0.00016009858529395803,0.23168470938189037,0.004721668310292316,0.12762120568446172,0.0016246067690689199,0.02365131848073141,0.000628568289079756,283518709442.76434,14942145403.851694,0.09576661005325807,0.004625166210496124,0.013011711873664287,0.0011263804416899172,0.21537748415260394,0.010010823898340739,0.07753622425981976,0.003186468299286392,0.012335770351788825,0.00116046690754882,1659448636036.0596,136078679629.91998,0.31931930662717867,0.011583621466156152,0.14094703588783877,0.010727559579877751,323827890913.2541,21248743244.676205,0.14355955341133322,0.0035933392262204773,0.04532315632162805,0.0022268202921505833
Binary Segmentation AR,9633,3947,6155,38.985305295160884,6.724923801422119,1.6831222197555025,51.46036796569824,19.043163139194014,58.18529176712036,20.631442942218605,0.38088114225091946,0.012688813277303267,0.27704073378444016,0.009579469718215534,0.10665729633247704,0.006810731459301612,0.0076757291424666965,0.0015794450948424723,0.007532859667514932,0.0015557310081781655,9.641980401862385e-05,5.40136196213489e-05,0.2272846821560457,0.00807763992865537,0.12427813509732434,0.0017158304313878053,0.02268179693661917,0.0013969658122781714,260960393373.57675,19652574440.848225,0.0922883823363004,0.008213159780216866,0.0120516962917309,0.0018204659477421114,0.21133287839605572,0.0035217060199670487,0.07710238320077692,0.0033171538152820825,0.011838401897602439,0.000354163211059976,1109627858316.0254,107984389686.5381,0.36972716206404965,0.019963175357653493,0.19341886601627525,0.02067692704678823,228431375281.73666,16576728596.091301,0.1579949426917345,0.004267184251763858,0.05779074621312055,0.004104934942035874
Binary Segmentation Mean,7369,3947,8419,53.325310362300485,1962.486075115204,174.07130489815464,46.310110569000244,15.605303976161217,2008.7961856842041,185.26215510004263,0.3805974031744401,0.013503213066528418,0.27465588987708855,0.011043961199734553,0.1071221664381963,0.008079244482004838,0.007083341732161673,0.0007332732972628374,0.006952532555195209,0.000708008758776542,7.856025080261954e-05,2.021609151888777e-05,0.23323669974460165,0.006457117026747224,0.12579727675228747,0.001937915345196416,0.023769541547695953,0.0011964778767407191,262551356933.80743,13989877417.924839,0.09077329248510645,0.004150318546262203,0.011827202898624387,0.0009660967863390961,0.21500187488228076,0.004213274499348939,0.07719831853995032,0.0031860535127975157,0.012339382816007204,0.0005966958372808603,1384879024693.5989,142007095687.55722,0.33905495547521397,0.017789028532107704,0.16081981308981755,0.017362891793655806,274571730271.3682,23157377865.173115,0.15240537761414044,0.0035564081371574755,0.05265944450685736,0.0038487510819753303
Binary Segmentation Median,6678,3947,9110,57.70205219153788,1962.486075115204,174.07130489815464,62.903677749633786,32.29237974869073,2025.3897528648376,202.9039032139494,0.3464040764420559,0.008354869865761104,0.2459597463180005,0.009537738894950432,0.0889640780616829,0.005223700685405941,0.007457434972251516,0.0018581969537790296,0.007325004066074478,0.0018170819059911934,9.555515562405228e-05,5.20833925792568e-05,0.23253835839414597,0.005478809560015485,0.12714356908687868,0.0028445388268417866,0.023736826885268077,0.0011043764558406166,267578927626.09073,31993805374.701977,0.09344641728850565,0.011529635115506294,0.012461474036526865,0.002720821922953339,0.21021452929278367,0.007204749164950066,0.07939933958874949,0.0036450805694897823,0.011601037722573388,0.0006749161514485488,1582400680297.3953,40115882003.06735,0.32260921848780455,0.014604448845041341,0.14470491616043632,0.013079506058534817,308329934654.03284,6984206650.112805,0.14598054913933556,0.0020251769576461317,0.04692731467035194,0.002077387505843526
Bottom Up L1,5543,3947,10245,64.89105649860653,1.1587974548339843,1.5066068385786509,48.1895037651062,41.65138144143373,49.34830121994018,43.12879884237483,0.32931539181870245,0.010857598467211443,0.22712781790780562,0.01178739546329989,0.07830890503722623,0.00678742623902881,0.007735709559967442,0.001769257354038855,0.007617576193437708,0.0017533648527184261,8.872466128032885e-05,3.5484926303564825e-05,0.22719696464211162,0.0043337786745928095,0.125683571282735,0.0017782933681049862,0.022707586689752014,0.0008601570152326622,268853893897.69702,20857439674.265156,0.0926835421516797,0.007995476663877689,0.012244529018858445,0.0019329581994851188,0.21298841182641104,0.0027939860867801014,0.0774829849317538,0.003294975148622339,0.011902564388665089,0.0002849410705265965,1733597979142.9849,106894264046.54166,0.31653559080103294,0.006353249055245623,0.13795822764509547,0.006358505458628136,333741978840.22626,18929664733.20925,0.14118851387807416,0.002074372838304497,0.043868422906812934,0.0016168458172611108
Bottom Up L2,7618,3947,8170,51.748163161895114,0.5184723854064941,0.45079678399448975,55.46498513221741,40.69262636610961,55.983457517623904,41.13764595577946,0.37255937904638525,0.01757010788251407,0.2689690750549762,0.014147339759679856,0.10331386280467963,0.00911117462816829,0.009210920408026981,0.0034990313179078347,0.009031647266934461,0.0034108805789099137,0.0001304775211629763,8.989056337586116e-05,0.22778477201551722,0.008568391139069298,0.12603669396074224,0.00270570618813341,0.022872406488325035,0.0015243540381559674,261565023468.8547,27013947376.353943,0.0930784763319688,0.009627981106409781,0.012384004432367705,0.002222534647510057,0.21211191074033317,0.005225218840184253,0.07935411495740538,0.006377529878640836,0.011763680340018508,0.00041764407672382315,1257083506024.3347,146603395196.58798,0.3539342539228014,0.017149250564807893,0.17628540275280838,0.017615242058996956,253108088249.00027,21891284433.98688,0.15506737691580486,0.005603652609601259,0.05445830572322703,0.004206005023020049
Bottom Up Normal,5743,3947,10045,63.62427159868255,0.5579219818115234,0.10015721621286261,26.57903323173523,2.3600187183733228,27.136955213546752,2.3009274769868684,0.34002742891076515,0.013798525628054252,0.23878631435834252,0.01127364279861831,0.08476799529865259,0.006944174458741707,0.008026573414123656,0.0008473650546156783,0.007898045778260435,0.0008166426971064998,9.818963035669252e-05,1.575181543827304e-05,0.23373849561463148,0.015006679662317855,0.12752259045537895,0.004010450071223947,0.024073857450355975,0.002896914169932985,262881215216.12433,28242223519.83693,0.09216252054086649,0.007005827124175932,0.012297045950658031,0.0012637744008426918,0.21705550929089013,0.006122236085661758,0.0747184011774543,0.0017408737902786168,0.012477485143808932,0.0004819912216546632,1780426912162.0042,63091419135.69574,0.3093287693523052,0.014197941177377932,0.13198550543592044,0.012768599665683432,340551354563.133,10106281421.358707,0.14173610694376815,0.004012338520203086,0.04428334648495878,0.002892673604409154
Bottom Up RBF,6033,3947,9755,61.787433493792754,13.120895147323608,0.7311870965962738,33.39702796936035,14.919349096886322,46.51792311668396,15.373168654559299,0.34178443851125034,0.018004540830953736,0.23990945023815904,0.015321463226253648,0.08633651534624881,0.00886989776403669,0.010606906165513534,0.005922742271223109,0.010459243491910634,0.005843498651877896,0.00017710615527751901,0.00015529932771021228,0.23374562599031112,0.003573581885693468,0.12688774653923274,0.001737673223601348,0.023826929852571288,0.0007389742968624611,246927231924.4395,14008340400.735714,0.0861424842134732,0.003605077532283641,0.010821919678156499,0.0006604888728224332,0.2141924210700448,0.005728553389807165,0.08106107442644865,0.0026746526744598482,0.012013154912393662,0.0005467052820720757,1661514465458.9734,72554816214.13142,0.3183867916087151,0.01453298187695524,0.14061012186180039,0.013694445755297225,318073616230.68677,13882209994.068012,0.14380779841965663,0.0036838040138785473,0.045630957967741345,0.0033866586930028433
Bottom Up Cosine,9198,3947,6590,41.74056245249557,6.162051820755005,0.5514445370934044,43.76721773147583,18.37781656882265,49.929269552230835,18.871666910201906,0.3699062344131053,0.011877584862881893,0.2687102681139242,0.009957646277082885,0.10148266319258803,0.0054817056954284534,0.008963468909929872,0.0032426027503869408,0.008801806905051904,0.0032030615942762225,0.0001198220586579215,7.133895987667363e-05,0.22110375800469026,0.009327135269623678,0.12374591297604418,0.001952643659184755,0.02174886386448412,0.0014644382495383104,265268441961.08536,24063322039.37935,0.09372635623240821,0.010149485419593852,0.012488650424290659,0.0022909381115767827,0.21249432231031418,0.005967349895935216,0.07363238898468957,0.0008166340331662933,0.012091021992559075,0.0006652344237074017,1135830389989.1567,55547263509.63532,0.36666530132119524,0.00604150339655136,0.18981862072377592,0.006012444440237663,233516471991.8396,7275142881.323323,0.15588033908888574,0.003220293990881982,0.05629160704272592,0.0015945180198678572
Bottom Up Linear,1408,3947,14380,91.08183430453509,0.44881677627563477,0.15838314538969847,12.620414543151856,4.486238355895862,13.069231319427491,4.524594724277187,0.36916052089582946,0.019131413649472573,0.2802019782603962,0.016674554157466274,0.11167422801948168,0.0103667969689626,0.018253793407285102,0.005047000744943024,0.01797880844677629,0.004971707402726104,0.0004674832322513294,0.0001927220823296735,0.22805791801435119,0.007551961912505555,0.13448842049766513,0.00329435599686363,0.025355790252241273,0.001409327702668636,400356944073.24286,28284572562.195717,0.13699148361780905,0.0072165824427113355,0.026891629212627284,0.002800930713471195,0.22280768372721013,0.01060668704509382,0.08698343301594852,0.005882927708417475,0.014146465265328232,0.0017039806751915415,1574533614741.1006,196267066024.93988,0.618271790826956,0.03099709665532912,0.542869976713213,0.055919496403414586,329148426469.2173,33591169362.57504,0.2124859857775927,0.007518356310898194,0.12023426211585721,0.010633491117710881
Bottom Up Clinear,13178,3947,2610,16.531542944008105,0.28957338333129884,0.04867951767749942,55.759856605529784,11.52261518376064,56.049429988861085,11.541816088104445,0.39263662745637123,0.012797131753570749,0.2871820319308358,0.010361735121493494,0.11417856962119209,0.007712667881502455,0.011900150753185495,0.003694975210842511,0.011636318298061494,0.003594825903135877,0.00020467090466406776,0.00011351131881036543,0.24138989231114513,0.01353861714665374,0.12908792783167453,0.004696970129918865,0.025511278637186104,0.0028209367834991297,284157673672.3317,15275579080.835617,0.10091450376276564,0.010847143541387298,0.014027416474063444,0.002539668533284176,0.2169433867329092,0.006063405074254044,0.07720735219354481,0.00501457271914308,0.012341608091041442,0.000471306376390776,1258134769272.984,103918965640.59576,0.35293579717498225,0.01609647359995039,0.17532608125257282,0.016003080808090743,257048740491.02832,19153005829.12788,0.15982732186531068,0.0023742723728481904,0.05693160416345336,0.00285698310004608
Bottom Up Rank,7283,3947,8505,53.8700278692678,0.5847516059875488,0.09057516705756188,38.05710239410401,9.39825116129844,38.641854000091556,9.413859770469372,0.36047185269664855,0.014729689018232052,0.2585663103276884,0.01122386328525345,0.09682902859866156,0.007251764958071156,0.009961440691635067,0.0047177677985694695,0.009758714966108854,0.004621392469532105,0.00015982955668642656,0.00011281908221669442,0.2318624701567194,0.008503657916130544,0.12636554601755734,0.002816854270993541,0.02355907694083525,0.001529404505362233,253224774027.68704,12604931797.49824,0.08807309785924836,0.003658573698925442,0.011170423631008149,0.000839919938843792,0.21794549041986871,0.007626845043672759,0.07704718616120364,0.003013607726166902,0.012424706217215191,0.0006512505074675979,1437837329292.719,121150016228.02756,0.3373149358368247,0.01468277499663203,0.15921804702440598,0.014355655065961249,281843683886.8645,19781888812.426598,0.14952096519477204,0.003516301847239561,0.05056018532813548,0.002797438605780007
Bottom Up Mahalanobis,12078,3947,3710,23.49885989359007,3.0493653297424315,0.4340771789483069,76.39381232261658,23.881093769305846,79.44317765235901,24.235017521246075,0.3933619212958635,0.006871832509062243,0.28721316132360386,0.004738398190425479,0.11338712296511132,0.0033271208143432355,0.009834965550667861,0.0018743097539207659,0.009631086616415098,0.0018435155626489454,0.0001385266529143707,4.4160643704306665e-05,0.23063674057309466,0.012035064016852842,0.12467804832006639,0.004109387582131697,0.0232484497476303,0.0023094105145900733,251452293077.4732,4073557387.192691,0.08648379909072229,0.0030540875002991108,0.010618261756014831,0.0006124360331151367,0.20766813262657233,0.0059418719769308145,0.07647603502182133,0.004526708630044315,0.011401900328619853,0.0003026286099180536,1138910462129.1008,105142125267.12624,0.36118693812550196,0.010784510559726733,0.18388015410810984,0.011549617791600462,231727125867.9014,17381014564.353607,0.15761151141635504,0.0015796237156839935,0.05711240259306678,0.0020260802910734644
Bottom Up AR,7373,3947,8415,53.299974664302,0.4157263278961182,0.055971069648533565,45.61336722373962,22.834107559812605,46.02909355163574,22.8679900741275,0.3617014704491864,0.012618063416936167,0.25966883966434623,0.010301525415767551,0.09725101745663677,0.006869875623148987,0.01016978588454252,0.006807431699762247,0.009973646149091273,0.006666056823241664,0.00018445695723002335,0.0002345444035385945,0.2313693178830769,0.007964174929355201,0.12598239800601588,0.002864748406144609,0.02334783318929658,0.0015643173471439102,266784526874.08063,22933519756.22036,0.0916859824644862,0.006926204344193372,0.012061464813013718,0.0015869316690974012,0.21115794642873498,0.002532193565150155,0.08097751817048368,0.003945091205560976,0.011995250123122542,0.0005512202971342793,1339246893654.404,70151115531.21005,0.33475353037020467,0.01383799314378138,0.15706345683990028,0.012466832622137077,267671903421.54178,13610258174.735312,0.1505069858041047,0.004066148178579997,0.05031724656319996,0.0031306159769210603
Bottom Up Mean,7546,3947,8242,52.204205725867745,26.306372213363648,3.598740227751128,27.069343757629394,5.502019889298524,53.37571597099304,7.083209830308092,0.3809165419785606,0.01395581189811084,0.2740825423210724,0.011710793817410251,0.10614576381380844,0.007414054696443793,0.009603958617143983,0.0041288140220432125,0.009409847780078551,0.004052348661963668,0.00018530961197764858,0.0001897061403946174,0.23358985746953154,0.00893631089263454,0.12860791257851892,0.0033623504521211284,0.024084923504924954,0.0018619274926416748,257557340673.51855,18206184634.636246,0.08816637248393888,0.003952833966510921,0.011232817190837506,0.0009991731889301546,0.21675278488447905,0.003327734996623904,0.07918678469402979,0.004800404725826698,0.01237119529277792,0.00028805114778904944,1301704918327.9475,107223953510.88269,0.3654297208714663,0.010749095199780139,0.18729370567964243,0.011720489473167563,259877043167.0584,16786352251.003946,0.15748053012151758,0.0036439946412278063,0.05688561918232812,0.0027953914896923235
Bottom Up Median,7328,3947,8460,53.58500126678491,26.306372213363648,3.598740227751128,37.16450581550598,11.598899287070948,63.47087802886963,13.674105718416147,0.376167679528086,0.02052227136821631,0.27201946238637875,0.016899214250720104,0.10460013344580901,0.010669376689200656,0.006500003352366931,0.0006896239394830825,0.00636905518785035,0.0006595920788426928,7.335360994222836e-05,2.1633786344390248e-05,0.23355360089724758,0.007890746484808309,0.126697600612609,0.003137143005319094,0.023807295467628373,0.001491000799641689,246043100730.94336,24436683947.033447,0.08667822877108142,0.006567043003142392,0.011167834841535794,0.001192621903909543,0.21637547911340083,0.01470148993490187,0.07881835123420768,0.003886185210720097,0.01221820616227557,0.0009837180339776607,1399288870818.0134,157897569671.02628,0.34774794037847656,0.017577108407763938,0.1697664075826136,0.01829621231927525,274221995258.29703,27056048727.573704,0.15305510642843406,0.004582211702389863,0.05360553851830083,0.004343057682660013
